Qty_Completed;open_cases;Part_Desc_;Resource;activity_duration;weekday;label;Report_Type;Resource.1;timesincecasestart;Rework;timesincemidnight;concept:name;month;hour;Work_Order_Qty;Qty_for_MRB;event_nr;Complete Timestamp;lifecycle:transition;timesincelastevent;case:concept:name;Case_duplicate;case_length;base_case_id;LPMs_list;LPMs_binary;LPMs_frequency
2;32;Cable Head;ID4932;98.0;2;deviant;D;Machine 4 - Turning & Milling;414.0;missing;1376;Turning & Milling - Machine 4;2;22;53;0;4;2012-02-01 21:56:00+00:00;complete;98.0;Case38_15;Case38;15;Case38;+;0.0;0.0
0;32;Cable Head;ID4932;41.0;2;deviant;S;Machine 4 - Turning & Milling;456.0;missing;1418;Turning & Milling - Machine 4;2;23;53;0;5;2012-02-01 22:38:00+00:00;complete;42.0;Case38_15;Case38;15;Case38;+;0.0;0.0
16;33;Cable Head;ID4932;425.0;3;deviant;D;Machine 4 - Turning & Milling;882.0;missing;404;Turning & Milling - Machine 4;2;6;53;0;6;2012-02-02 05:44:00+00:00;complete;426.0;Case38_15;Case38;15;Case38;+;0.0;0.0
2;33;Cable Head;ID0997;64.0;3;deviant;D;Machine 4 - Turning & Milling;1031.0;missing;553;Turning & Milling - Machine 4;2;9;53;0;7;2012-02-02 08:13:00+00:00;complete;149.0;Case38_15;Case38;15;Case38;+;0.0;0.0
0;33;Cable Head;ID0997;75.0;3;deviant;D;Machine 5 - Turning & Milling;1041.0;missing;563;Turning & Milling - Machine 5;2;9;53;0;8;2012-02-02 08:23:00+00:00;complete;10.0;Case38_15;Case38;15;Case38;+;0.0;0.0
14;34;Cable Head;ID4167;405.0;3;deviant;D;Machine 4 - Turning & Milling;1446.0;missing;968;Turning & Milling - Machine 4;2;16;53;0;9;2012-02-02 15:08:00+00:00;complete;405.0;Case38_15;Case38;15;Case38;+;0.0;0.0
8;34;Cable Head;ID4429;210.0;3;deviant;D;Machine 5 - Turning & Milling;1662.0;missing;1184;Turning & Milling - Machine 5;2;19;53;0;10;2012-02-02 18:44:00+00:00;complete;216.0;Case38_15;Case38;15;Case38;+;0.0;0.0
10;35;Cable Head;ID4932;259.0;4;deviant;D;Machine 4 - Turning & Milling;1924.0;missing;6;Turning & Milling - Machine 4;2;0;53;0;11;2012-02-02 23:06:00+00:00;complete;262.0;Case38_15;Case38;15;Case38;+;0.0;0.0
53;33;Cable Head;ID4493;121.0;6;deviant;D;Quality Check 1;5487.0;missing;689;Turning & Milling Q.C.;2;11;53;0;12;2012-02-05 10:29:00+00:00;complete;3563.0;Case38_15;Case38;15;Case38;+;0.0;0.0
53;33;Cable Head;ID0998;79.0;0;deviant;D;Machine 7- Laser Marking;6817.0;missing;579;Laser Marking - Machine 7;2;9;53;0;13;2012-02-06 08:39:00+00:00;complete;1330.0;Case38_15;Case38;15;Case38;+;0.0;0.0
0;17;Cable Head;ID4882;75.0;6;deviant;D;Machine 1 - Lapping;45193.0;missing;75;Lapping - Machine 1;3;1;53;0;14;2012-03-04 00:15:00+00:00;complete;38376.0;Case38_15;Case38;15;Case38;+;0.0;0.0
53;18;Cable Head;ID0998;322.0;6;deviant;D;Machine 1 - Lapping;46134.0;missing;1016;Lapping - Machine 1;3;16;53;0;15;2012-03-04 15:56:00+00:00;complete;941.0;Case38_15;Case38;15;Case38;+;0.0;0.0
0;33;Cable Head;ID4167;273.0;2;deviant;S;Machine 4 - Turning & Milling;0.0;missing;962;Turning & Milling - Machine 4;2;16;53;0;1;2012-02-01 15:02:00+00:00;complete;0.0;Case38_16;Case38;16;Case38;+;0.0;0.0
1;32;Cable Head;ID4429;41.0;2;deviant;S;Machine 5 - Turning & Milling;41.0;missing;1003;Turning & Milling - Machine 5;2;16;53;0;2;2012-02-01 15:43:00+00:00;complete;41.0;Case38_16;Case38;16;Case38;+;0.0;0.0
0;32;Cable Head;ID4932;92.0;2;deviant;S;Machine 4 - Turning & Milling;316.0;missing;1278;Turning & Milling - Machine 4;2;21;53;0;3;2012-02-01 20:18:00+00:00;complete;275.0;Case38_16;Case38;16;Case38;+;0.0;0.0
2;32;Cable Head;ID4932;98.0;2;deviant;D;Machine 4 - Turning & Milling;414.0;missing;1376;Turning & Milling - Machine 4;2;22;53;0;4;2012-02-01 21:56:00+00:00;complete;98.0;Case38_16;Case38;16;Case38;+;0.0;0.0
0;32;Cable Head;ID4932;41.0;2;deviant;S;Machine 4 - Turning & Milling;456.0;missing;1418;Turning & Milling - Machine 4;2;23;53;0;5;2012-02-01 22:38:00+00:00;complete;42.0;Case38_16;Case38;16;Case38;+;0.0;0.0
16;33;Cable Head;ID4932;425.0;3;deviant;D;Machine 4 - Turning & Milling;882.0;missing;404;Turning & Milling - Machine 4;2;6;53;0;6;2012-02-02 05:44:00+00:00;complete;426.0;Case38_16;Case38;16;Case38;+;0.0;0.0
2;33;Cable Head;ID0997;64.0;3;deviant;D;Machine 4 - Turning & Milling;1031.0;missing;553;Turning & Milling - Machine 4;2;9;53;0;7;2012-02-02 08:13:00+00:00;complete;149.0;Case38_16;Case38;16;Case38;+;0.0;0.0
0;33;Cable Head;ID0997;75.0;3;deviant;D;Machine 5 - Turning & Milling;1041.0;missing;563;Turning & Milling - Machine 5;2;9;53;0;8;2012-02-02 08:23:00+00:00;complete;10.0;Case38_16;Case38;16;Case38;+;0.0;0.0
14;34;Cable Head;ID4167;405.0;3;deviant;D;Machine 4 - Turning & Milling;1446.0;missing;968;Turning & Milling - Machine 4;2;16;53;0;9;2012-02-02 15:08:00+00:00;complete;405.0;Case38_16;Case38;16;Case38;+;0.0;0.0
8;34;Cable Head;ID4429;210.0;3;deviant;D;Machine 5 - Turning & Milling;1662.0;missing;1184;Turning & Milling - Machine 5;2;19;53;0;10;2012-02-02 18:44:00+00:00;complete;216.0;Case38_16;Case38;16;Case38;+;0.0;0.0
10;35;Cable Head;ID4932;259.0;4;deviant;D;Machine 4 - Turning & Milling;1924.0;missing;6;Turning & Milling - Machine 4;2;0;53;0;11;2012-02-02 23:06:00+00:00;complete;262.0;Case38_16;Case38;16;Case38;+;0.0;0.0
53;33;Cable Head;ID4493;121.0;6;deviant;D;Quality Check 1;5487.0;missing;689;Turning & Milling Q.C.;2;11;53;0;12;2012-02-05 10:29:00+00:00;complete;3563.0;Case38_16;Case38;16;Case38;+;0.0;0.0
53;33;Cable Head;ID0998;79.0;0;deviant;D;Machine 7- Laser Marking;6817.0;missing;579;Laser Marking - Machine 7;2;9;53;0;13;2012-02-06 08:39:00+00:00;complete;1330.0;Case38_16;Case38;16;Case38;+;0.0;0.0
0;17;Cable Head;ID4882;75.0;6;deviant;D;Machine 1 - Lapping;45193.0;missing;75;Lapping - Machine 1;3;1;53;0;14;2012-03-04 00:15:00+00:00;complete;38376.0;Case38_16;Case38;16;Case38;+;0.0;0.0
53;18;Cable Head;ID0998;322.0;6;deviant;D;Machine 1 - Lapping;46134.0;missing;1016;Lapping - Machine 1;3;16;53;0;15;2012-03-04 15:56:00+00:00;complete;941.0;Case38_16;Case38;16;Case38;+;0.0;0.0
0;18;Cable Head;ID4385;92.0;6;deviant;S;Machine 3 - Round Grinding;46194.0;missing;1076;Round Grinding - Machine 3;3;17;53;0;16;2012-03-04 16:56:00+00:00;complete;60.0;Case38_16;Case38;16;Case38;+;0.0;0.0
0;33;Cable Head;ID4167;273.0;2;deviant;S;Machine 4 - Turning & Milling;0.0;missing;962;Turning & Milling - Machine 4;2;16;53;0;1;2012-02-01 15:02:00+00:00;complete;0.0;Case38_17;Case38;17;Case38;+;0.0;0.0
1;32;Cable Head;ID4429;41.0;2;deviant;S;Machine 5 - Turning & Milling;41.0;missing;1003;Turning & Milling - Machine 5;2;16;53;0;2;2012-02-01 15:43:00+00:00;complete;41.0;Case38_17;Case38;17;Case38;+;0.0;0.0
0;32;Cable Head;ID4932;92.0;2;deviant;S;Machine 4 - Turning & Milling;316.0;missing;1278;Turning & Milling - Machine 4;2;21;53;0;3;2012-02-01 20:18:00+00:00;complete;275.0;Case38_17;Case38;17;Case38;+;0.0;0.0
2;32;Cable Head;ID4932;98.0;2;deviant;D;Machine 4 - Turning & Milling;414.0;missing;1376;Turning & Milling - Machine 4;2;22;53;0;4;2012-02-01 21:56:00+00:00;complete;98.0;Case38_17;Case38;17;Case38;+;0.0;0.0
0;32;Cable Head;ID4932;41.0;2;deviant;S;Machine 4 - Turning & Milling;456.0;missing;1418;Turning & Milling - Machine 4;2;23;53;0;5;2012-02-01 22:38:00+00:00;complete;42.0;Case38_17;Case38;17;Case38;+;0.0;0.0
16;33;Cable Head;ID4932;425.0;3;deviant;D;Machine 4 - Turning & Milling;882.0;missing;404;Turning & Milling - Machine 4;2;6;53;0;6;2012-02-02 05:44:00+00:00;complete;426.0;Case38_17;Case38;17;Case38;+;0.0;0.0
2;33;Cable Head;ID0997;64.0;3;deviant;D;Machine 4 - Turning & Milling;1031.0;missing;553;Turning & Milling - Machine 4;2;9;53;0;7;2012-02-02 08:13:00+00:00;complete;149.0;Case38_17;Case38;17;Case38;+;0.0;0.0
0;33;Cable Head;ID0997;75.0;3;deviant;D;Machine 5 - Turning & Milling;1041.0;missing;563;Turning & Milling - Machine 5;2;9;53;0;8;2012-02-02 08:23:00+00:00;complete;10.0;Case38_17;Case38;17;Case38;+;0.0;0.0
14;34;Cable Head;ID4167;405.0;3;deviant;D;Machine 4 - Turning & Milling;1446.0;missing;968;Turning & Milling - Machine 4;2;16;53;0;9;2012-02-02 15:08:00+00:00;complete;405.0;Case38_17;Case38;17;Case38;+;0.0;0.0
8;34;Cable Head;ID4429;210.0;3;deviant;D;Machine 5 - Turning & Milling;1662.0;missing;1184;Turning & Milling - Machine 5;2;19;53;0;10;2012-02-02 18:44:00+00:00;complete;216.0;Case38_17;Case38;17;Case38;+;0.0;0.0
10;35;Cable Head;ID4932;259.0;4;deviant;D;Machine 4 - Turning & Milling;1924.0;missing;6;Turning & Milling - Machine 4;2;0;53;0;11;2012-02-02 23:06:00+00:00;complete;262.0;Case38_17;Case38;17;Case38;+;0.0;0.0
53;33;Cable Head;ID4493;121.0;6;deviant;D;Quality Check 1;5487.0;missing;689;Turning & Milling Q.C.;2;11;53;0;12;2012-02-05 10:29:00+00:00;complete;3563.0;Case38_17;Case38;17;Case38;+;0.0;0.0
53;33;Cable Head;ID0998;79.0;0;deviant;D;Machine 7- Laser Marking;6817.0;missing;579;Laser Marking - Machine 7;2;9;53;0;13;2012-02-06 08:39:00+00:00;complete;1330.0;Case38_17;Case38;17;Case38;+;0.0;0.0
0;17;Cable Head;ID4882;75.0;6;deviant;D;Machine 1 - Lapping;45193.0;missing;75;Lapping - Machine 1;3;1;53;0;14;2012-03-04 00:15:00+00:00;complete;38376.0;Case38_17;Case38;17;Case38;+;0.0;0.0
53;18;Cable Head;ID0998;322.0;6;deviant;D;Machine 1 - Lapping;46134.0;missing;1016;Lapping - Machine 1;3;16;53;0;15;2012-03-04 15:56:00+00:00;complete;941.0;Case38_17;Case38;17;Case38;+;0.0;0.0
0;18;Cable Head;ID4385;92.0;6;deviant;S;Machine 3 - Round Grinding;46194.0;missing;1076;Round Grinding - Machine 3;3;17;53;0;16;2012-03-04 16:56:00+00:00;complete;60.0;Case38_17;Case38;17;Case38;+;0.0;0.0
30;18;Cable Head;ID4445;645.0;0;deviant;D;Machine 3 - Round Grinding;46989.0;missing;431;Round Grinding - Machine 3;3;7;53;0;17;2012-03-05 06:11:00+00:00;complete;795.0;Case38_17;Case38;17;Case38;+;0.0;0.0
0;33;Cable Head;ID4167;273.0;2;deviant;S;Machine 4 - Turning & Milling;0.0;missing;962;Turning & Milling - Machine 4;2;16;53;0;1;2012-02-01 15:02:00+00:00;complete;0.0;Case38_18;Case38;18;Case38;+;0.0;0.0
1;32;Cable Head;ID4429;41.0;2;deviant;S;Machine 5 - Turning & Milling;41.0;missing;1003;Turning & Milling - Machine 5;2;16;53;0;2;2012-02-01 15:43:00+00:00;complete;41.0;Case38_18;Case38;18;Case38;+;0.0;0.0
0;32;Cable Head;ID4932;92.0;2;deviant;S;Machine 4 - Turning & Milling;316.0;missing;1278;Turning & Milling - Machine 4;2;21;53;0;3;2012-02-01 20:18:00+00:00;complete;275.0;Case38_18;Case38;18;Case38;+;0.0;0.0
2;32;Cable Head;ID4932;98.0;2;deviant;D;Machine 4 - Turning & Milling;414.0;missing;1376;Turning & Milling - Machine 4;2;22;53;0;4;2012-02-01 21:56:00+00:00;complete;98.0;Case38_18;Case38;18;Case38;+;0.0;0.0
0;32;Cable Head;ID4932;41.0;2;deviant;S;Machine 4 - Turning & Milling;456.0;missing;1418;Turning & Milling - Machine 4;2;23;53;0;5;2012-02-01 22:38:00+00:00;complete;42.0;Case38_18;Case38;18;Case38;+;0.0;0.0
16;33;Cable Head;ID4932;425.0;3;deviant;D;Machine 4 - Turning & Milling;882.0;missing;404;Turning & Milling - Machine 4;2;6;53;0;6;2012-02-02 05:44:00+00:00;complete;426.0;Case38_18;Case38;18;Case38;+;0.0;0.0
2;33;Cable Head;ID0997;64.0;3;deviant;D;Machine 4 - Turning & Milling;1031.0;missing;553;Turning & Milling - Machine 4;2;9;53;0;7;2012-02-02 08:13:00+00:00;complete;149.0;Case38_18;Case38;18;Case38;+;0.0;0.0
0;33;Cable Head;ID0997;75.0;3;deviant;D;Machine 5 - Turning & Milling;1041.0;missing;563;Turning & Milling - Machine 5;2;9;53;0;8;2012-02-02 08:23:00+00:00;complete;10.0;Case38_18;Case38;18;Case38;+;0.0;0.0
14;34;Cable Head;ID4167;405.0;3;deviant;D;Machine 4 - Turning & Milling;1446.0;missing;968;Turning & Milling - Machine 4;2;16;53;0;9;2012-02-02 15:08:00+00:00;complete;405.0;Case38_18;Case38;18;Case38;+;0.0;0.0
8;34;Cable Head;ID4429;210.0;3;deviant;D;Machine 5 - Turning & Milling;1662.0;missing;1184;Turning & Milling - Machine 5;2;19;53;0;10;2012-02-02 18:44:00+00:00;complete;216.0;Case38_18;Case38;18;Case38;+;0.0;0.0
10;35;Cable Head;ID4932;259.0;4;deviant;D;Machine 4 - Turning & Milling;1924.0;missing;6;Turning & Milling - Machine 4;2;0;53;0;11;2012-02-02 23:06:00+00:00;complete;262.0;Case38_18;Case38;18;Case38;+;0.0;0.0
53;33;Cable Head;ID4493;121.0;6;deviant;D;Quality Check 1;5487.0;missing;689;Turning & Milling Q.C.;2;11;53;0;12;2012-02-05 10:29:00+00:00;complete;3563.0;Case38_18;Case38;18;Case38;+;0.0;0.0
53;33;Cable Head;ID0998;79.0;0;deviant;D;Machine 7- Laser Marking;6817.0;missing;579;Laser Marking - Machine 7;2;9;53;0;13;2012-02-06 08:39:00+00:00;complete;1330.0;Case38_18;Case38;18;Case38;+;0.0;0.0
0;17;Cable Head;ID4882;75.0;6;deviant;D;Machine 1 - Lapping;45193.0;missing;75;Lapping - Machine 1;3;1;53;0;14;2012-03-04 00:15:00+00:00;complete;38376.0;Case38_18;Case38;18;Case38;+;0.0;0.0
53;18;Cable Head;ID0998;322.0;6;deviant;D;Machine 1 - Lapping;46134.0;missing;1016;Lapping - Machine 1;3;16;53;0;15;2012-03-04 15:56:00+00:00;complete;941.0;Case38_18;Case38;18;Case38;+;0.0;0.0
0;18;Cable Head;ID4385;92.0;6;deviant;S;Machine 3 - Round Grinding;46194.0;missing;1076;Round Grinding - Machine 3;3;17;53;0;16;2012-03-04 16:56:00+00:00;complete;60.0;Case38_18;Case38;18;Case38;+;0.0;0.0
30;18;Cable Head;ID4445;645.0;0;deviant;D;Machine 3 - Round Grinding;46989.0;missing;431;Round Grinding - Machine 3;3;7;53;0;17;2012-03-05 06:11:00+00:00;complete;795.0;Case38_18;Case38;18;Case38;+;0.0;0.0
23;18;Cable Head;ID4385;515.0;0;deviant;D;Machine 3 - Round Grinding;47503.0;missing;945;Round Grinding - Machine 3;3;15;53;0;18;2012-03-05 14:45:00+00:00;complete;514.0;Case38_18;Case38;18;Case38;+;0.0;0.0
0;33;Cable Head;ID4167;273.0;2;deviant;S;Machine 4 - Turning & Milling;0.0;missing;962;Turning & Milling - Machine 4;2;16;53;0;1;2012-02-01 15:02:00+00:00;complete;0.0;Case38_19;Case38;19;Case38;+;0.0;0.0
1;32;Cable Head;ID4429;41.0;2;deviant;S;Machine 5 - Turning & Milling;41.0;missing;1003;Turning & Milling - Machine 5;2;16;53;0;2;2012-02-01 15:43:00+00:00;complete;41.0;Case38_19;Case38;19;Case38;+;0.0;0.0
0;32;Cable Head;ID4932;92.0;2;deviant;S;Machine 4 - Turning & Milling;316.0;missing;1278;Turning & Milling - Machine 4;2;21;53;0;3;2012-02-01 20:18:00+00:00;complete;275.0;Case38_19;Case38;19;Case38;+;0.0;0.0
2;32;Cable Head;ID4932;98.0;2;deviant;D;Machine 4 - Turning & Milling;414.0;missing;1376;Turning & Milling - Machine 4;2;22;53;0;4;2012-02-01 21:56:00+00:00;complete;98.0;Case38_19;Case38;19;Case38;+;0.0;0.0
0;32;Cable Head;ID4932;41.0;2;deviant;S;Machine 4 - Turning & Milling;456.0;missing;1418;Turning & Milling - Machine 4;2;23;53;0;5;2012-02-01 22:38:00+00:00;complete;42.0;Case38_19;Case38;19;Case38;+;0.0;0.0
16;33;Cable Head;ID4932;425.0;3;deviant;D;Machine 4 - Turning & Milling;882.0;missing;404;Turning & Milling - Machine 4;2;6;53;0;6;2012-02-02 05:44:00+00:00;complete;426.0;Case38_19;Case38;19;Case38;+;0.0;0.0
2;33;Cable Head;ID0997;64.0;3;deviant;D;Machine 4 - Turning & Milling;1031.0;missing;553;Turning & Milling - Machine 4;2;9;53;0;7;2012-02-02 08:13:00+00:00;complete;149.0;Case38_19;Case38;19;Case38;+;0.0;0.0
0;33;Cable Head;ID0997;75.0;3;deviant;D;Machine 5 - Turning & Milling;1041.0;missing;563;Turning & Milling - Machine 5;2;9;53;0;8;2012-02-02 08:23:00+00:00;complete;10.0;Case38_19;Case38;19;Case38;+;0.0;0.0
14;34;Cable Head;ID4167;405.0;3;deviant;D;Machine 4 - Turning & Milling;1446.0;missing;968;Turning & Milling - Machine 4;2;16;53;0;9;2012-02-02 15:08:00+00:00;complete;405.0;Case38_19;Case38;19;Case38;+;0.0;0.0
8;34;Cable Head;ID4429;210.0;3;deviant;D;Machine 5 - Turning & Milling;1662.0;missing;1184;Turning & Milling - Machine 5;2;19;53;0;10;2012-02-02 18:44:00+00:00;complete;216.0;Case38_19;Case38;19;Case38;+;0.0;0.0
10;35;Cable Head;ID4932;259.0;4;deviant;D;Machine 4 - Turning & Milling;1924.0;missing;6;Turning & Milling - Machine 4;2;0;53;0;11;2012-02-02 23:06:00+00:00;complete;262.0;Case38_19;Case38;19;Case38;+;0.0;0.0
53;33;Cable Head;ID4493;121.0;6;deviant;D;Quality Check 1;5487.0;missing;689;Turning & Milling Q.C.;2;11;53;0;12;2012-02-05 10:29:00+00:00;complete;3563.0;Case38_19;Case38;19;Case38;+;0.0;0.0
53;33;Cable Head;ID0998;79.0;0;deviant;D;Machine 7- Laser Marking;6817.0;missing;579;Laser Marking - Machine 7;2;9;53;0;13;2012-02-06 08:39:00+00:00;complete;1330.0;Case38_19;Case38;19;Case38;+;0.0;0.0
0;17;Cable Head;ID4882;75.0;6;deviant;D;Machine 1 - Lapping;45193.0;missing;75;Lapping - Machine 1;3;1;53;0;14;2012-03-04 00:15:00+00:00;complete;38376.0;Case38_19;Case38;19;Case38;+;0.0;0.0
53;18;Cable Head;ID0998;322.0;6;deviant;D;Machine 1 - Lapping;46134.0;missing;1016;Lapping - Machine 1;3;16;53;0;15;2012-03-04 15:56:00+00:00;complete;941.0;Case38_19;Case38;19;Case38;+;0.0;0.0
0;18;Cable Head;ID4385;92.0;6;deviant;S;Machine 3 - Round Grinding;46194.0;missing;1076;Round Grinding - Machine 3;3;17;53;0;16;2012-03-04 16:56:00+00:00;complete;60.0;Case38_19;Case38;19;Case38;+;0.0;0.0
30;18;Cable Head;ID4445;645.0;0;deviant;D;Machine 3 - Round Grinding;46989.0;missing;431;Round Grinding - Machine 3;3;7;53;0;17;2012-03-05 06:11:00+00:00;complete;795.0;Case38_19;Case38;19;Case38;+;0.0;0.0
23;18;Cable Head;ID4385;515.0;0;deviant;D;Machine 3 - Round Grinding;47503.0;missing;945;Round Grinding - Machine 3;3;15;53;0;18;2012-03-05 14:45:00+00:00;complete;514.0;Case38_19;Case38;19;Case38;+;0.0;0.0
0;18;Cable Head;ID4493;278.0;4;deviant;D;Quality Check 1;53041.0;missing;723;Final Inspection Q.C.;3;12;53;0;19;2012-03-09 11:03:00+00:00;complete;5538.0;Case38_19;Case38;19;Case38;+;0.0;0.0
0;33;Cable Head;ID4167;273.0;2;deviant;S;Machine 4 - Turning & Milling;0.0;missing;962;Turning & Milling - Machine 4;2;16;53;0;1;2012-02-01 15:02:00+00:00;complete;0.0;Case38_3;Case38;3;Case38;+;0.0;0.0
1;32;Cable Head;ID4429;41.0;2;deviant;S;Machine 5 - Turning & Milling;41.0;missing;1003;Turning & Milling - Machine 5;2;16;53;0;2;2012-02-01 15:43:00+00:00;complete;41.0;Case38_3;Case38;3;Case38;+;0.0;0.0
0;32;Cable Head;ID4932;92.0;2;deviant;S;Machine 4 - Turning & Milling;316.0;missing;1278;Turning & Milling - Machine 4;2;21;53;0;3;2012-02-01 20:18:00+00:00;complete;275.0;Case38_3;Case38;3;Case38;+;0.0;0.0
0;33;Cable Head;ID4167;273.0;2;deviant;S;Machine 4 - Turning & Milling;0.0;missing;962;Turning & Milling - Machine 4;2;16;53;0;1;2012-02-01 15:02:00+00:00;complete;0.0;Case38_4;Case38;4;Case38;+;0.0;0.0
1;32;Cable Head;ID4429;41.0;2;deviant;S;Machine 5 - Turning & Milling;41.0;missing;1003;Turning & Milling - Machine 5;2;16;53;0;2;2012-02-01 15:43:00+00:00;complete;41.0;Case38_4;Case38;4;Case38;+;0.0;0.0
0;32;Cable Head;ID4932;92.0;2;deviant;S;Machine 4 - Turning & Milling;316.0;missing;1278;Turning & Milling - Machine 4;2;21;53;0;3;2012-02-01 20:18:00+00:00;complete;275.0;Case38_4;Case38;4;Case38;+;0.0;0.0
2;32;Cable Head;ID4932;98.0;2;deviant;D;Machine 4 - Turning & Milling;414.0;missing;1376;Turning & Milling - Machine 4;2;22;53;0;4;2012-02-01 21:56:00+00:00;complete;98.0;Case38_4;Case38;4;Case38;+;0.0;0.0
0;33;Cable Head;ID4167;273.0;2;deviant;S;Machine 4 - Turning & Milling;0.0;missing;962;Turning & Milling - Machine 4;2;16;53;0;1;2012-02-01 15:02:00+00:00;complete;0.0;Case38_5;Case38;5;Case38;+;0.0;0.0
1;32;Cable Head;ID4429;41.0;2;deviant;S;Machine 5 - Turning & Milling;41.0;missing;1003;Turning & Milling - Machine 5;2;16;53;0;2;2012-02-01 15:43:00+00:00;complete;41.0;Case38_5;Case38;5;Case38;+;0.0;0.0
0;32;Cable Head;ID4932;92.0;2;deviant;S;Machine 4 - Turning & Milling;316.0;missing;1278;Turning & Milling - Machine 4;2;21;53;0;3;2012-02-01 20:18:00+00:00;complete;275.0;Case38_5;Case38;5;Case38;+;0.0;0.0
2;32;Cable Head;ID4932;98.0;2;deviant;D;Machine 4 - Turning & Milling;414.0;missing;1376;Turning & Milling - Machine 4;2;22;53;0;4;2012-02-01 21:56:00+00:00;complete;98.0;Case38_5;Case38;5;Case38;+;0.0;0.0
0;32;Cable Head;ID4932;41.0;2;deviant;S;Machine 4 - Turning & Milling;456.0;missing;1418;Turning & Milling - Machine 4;2;23;53;0;5;2012-02-01 22:38:00+00:00;complete;42.0;Case38_5;Case38;5;Case38;+;0.0;0.0
0;33;Cable Head;ID4167;273.0;2;deviant;S;Machine 4 - Turning & Milling;0.0;missing;962;Turning & Milling - Machine 4;2;16;53;0;1;2012-02-01 15:02:00+00:00;complete;0.0;Case38_6;Case38;6;Case38;+;0.0;0.0
1;32;Cable Head;ID4429;41.0;2;deviant;S;Machine 5 - Turning & Milling;41.0;missing;1003;Turning & Milling - Machine 5;2;16;53;0;2;2012-02-01 15:43:00+00:00;complete;41.0;Case38_6;Case38;6;Case38;+;0.0;0.0
0;32;Cable Head;ID4932;92.0;2;deviant;S;Machine 4 - Turning & Milling;316.0;missing;1278;Turning & Milling - Machine 4;2;21;53;0;3;2012-02-01 20:18:00+00:00;complete;275.0;Case38_6;Case38;6;Case38;+;0.0;0.0
2;32;Cable Head;ID4932;98.0;2;deviant;D;Machine 4 - Turning & Milling;414.0;missing;1376;Turning & Milling - Machine 4;2;22;53;0;4;2012-02-01 21:56:00+00:00;complete;98.0;Case38_6;Case38;6;Case38;+;0.0;0.0
0;32;Cable Head;ID4932;41.0;2;deviant;S;Machine 4 - Turning & Milling;456.0;missing;1418;Turning & Milling - Machine 4;2;23;53;0;5;2012-02-01 22:38:00+00:00;complete;42.0;Case38_6;Case38;6;Case38;+;0.0;0.0
16;33;Cable Head;ID4932;425.0;3;deviant;D;Machine 4 - Turning & Milling;882.0;missing;404;Turning & Milling - Machine 4;2;6;53;0;6;2012-02-02 05:44:00+00:00;complete;426.0;Case38_6;Case38;6;Case38;+;0.0;0.0
0;33;Cable Head;ID4167;273.0;2;deviant;S;Machine 4 - Turning & Milling;0.0;missing;962;Turning & Milling - Machine 4;2;16;53;0;1;2012-02-01 15:02:00+00:00;complete;0.0;Case38_7;Case38;7;Case38;+;0.0;0.0
1;32;Cable Head;ID4429;41.0;2;deviant;S;Machine 5 - Turning & Milling;41.0;missing;1003;Turning & Milling - Machine 5;2;16;53;0;2;2012-02-01 15:43:00+00:00;complete;41.0;Case38_7;Case38;7;Case38;+;0.0;0.0
0;32;Cable Head;ID4932;92.0;2;deviant;S;Machine 4 - Turning & Milling;316.0;missing;1278;Turning & Milling - Machine 4;2;21;53;0;3;2012-02-01 20:18:00+00:00;complete;275.0;Case38_7;Case38;7;Case38;+;0.0;0.0
2;32;Cable Head;ID4932;98.0;2;deviant;D;Machine 4 - Turning & Milling;414.0;missing;1376;Turning & Milling - Machine 4;2;22;53;0;4;2012-02-01 21:56:00+00:00;complete;98.0;Case38_7;Case38;7;Case38;+;0.0;0.0
0;32;Cable Head;ID4932;41.0;2;deviant;S;Machine 4 - Turning & Milling;456.0;missing;1418;Turning & Milling - Machine 4;2;23;53;0;5;2012-02-01 22:38:00+00:00;complete;42.0;Case38_7;Case38;7;Case38;+;0.0;0.0
16;33;Cable Head;ID4932;425.0;3;deviant;D;Machine 4 - Turning & Milling;882.0;missing;404;Turning & Milling - Machine 4;2;6;53;0;6;2012-02-02 05:44:00+00:00;complete;426.0;Case38_7;Case38;7;Case38;+;0.0;0.0
2;33;Cable Head;ID0997;64.0;3;deviant;D;Machine 4 - Turning & Milling;1031.0;missing;553;Turning & Milling - Machine 4;2;9;53;0;7;2012-02-02 08:13:00+00:00;complete;149.0;Case38_7;Case38;7;Case38;+;0.0;0.0
0;33;Cable Head;ID4167;273.0;2;deviant;S;Machine 4 - Turning & Milling;0.0;missing;962;Turning & Milling - Machine 4;2;16;53;0;1;2012-02-01 15:02:00+00:00;complete;0.0;Case38_8;Case38;8;Case38;+;0.0;0.0
1;32;Cable Head;ID4429;41.0;2;deviant;S;Machine 5 - Turning & Milling;41.0;missing;1003;Turning & Milling - Machine 5;2;16;53;0;2;2012-02-01 15:43:00+00:00;complete;41.0;Case38_8;Case38;8;Case38;+;0.0;0.0
0;32;Cable Head;ID4932;92.0;2;deviant;S;Machine 4 - Turning & Milling;316.0;missing;1278;Turning & Milling - Machine 4;2;21;53;0;3;2012-02-01 20:18:00+00:00;complete;275.0;Case38_8;Case38;8;Case38;+;0.0;0.0
